_id,Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
179,2023,2002,Health Special,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,521635,Voice Services -Wireless,Other Services and Charges,Expenditures,500,500,0
180,2023,2002,Health Special,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,521715,Office Equipment Rental,Other Services and Charges,Expenditures,11400,11400,0
181,2023,2002,Health Special,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,521725,Other Rental,Other Services and Charges,Expenditures,5000,5000,0
182,2023,2008,Laboratory Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520109,Medical- Dental & Laboratory Services,Other Services and Charges,Expenditures,2000,2000,0
183,2023,2008,Laboratory Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520157,Computer Software Maintenance Services,Other Services and Charges,Expenditures,1400,1400,0
184,2023,2008,Laboratory Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,1500,1500,0
185,2023,2008,Laboratory Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520805,Education & Training,Other Services and Charges,Expenditures,7500,7500,0
186,2023,2008,Laboratory Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,2500,2500,0
187,2023,2008,Laboratory Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,522305,Freight Charges,Other Services and Charges,Expenditures,500,500,0
188,2023,2009,Swimming Pool Safety,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,11000,11000,0
189,2023,2009,Swimming Pool Safety,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,4000,4000,0
190,2023,2009,Swimming Pool Safety,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,500,500,0
191,2023,2009,Swimming Pool Safety,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520157,Computer Software Maintenance Services,Other Services and Charges,Expenditures,1400,1400,0
192,2023,2009,Swimming Pool Safety,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520805,Education & Training,Other Services and Charges,Expenditures,3000,3000,0
193,2023,2009,Swimming Pool Safety,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,350,350,0
194,2023,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520515,Print Shop Services,Other Services and Charges,Expenditures,6000,6000,0
195,2023,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,520605,Advertising Services,Other Services and Charges,Expenditures,11000,11000,0
196,2023,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,521715,Office Equipment Rental,Other Services and Charges,Expenditures,48800,48800,0
197,2023,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,522725,Interfund Postage,Other Services and Charges,Expenditures,1400,1400,0
198,2023,2010,Essent Pub Hlth Svcs,Special Revenue Funds,3800,Houston Health Department,Human & Cultural Services,522780,Interfund Metro Passes,Other Services and Charges,Expenditures,35000,35000,0
199,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,400,400,0
200,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520115,Real Estate Lease/Office Rental,Other Services and Charges,Expenditures,6000,17000,0
201,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520126,Construction Site Work Services,Other Services and Charges,Expenditures,80000,80000,0
202,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520127,Structural Construction Work Services,Other Services and Charges,Expenditures,70000,70000,0
203,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,10500,7500,0
204,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,4300,4300,0
205,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522305,Freight Charges,Other Services and Charges,Expenditures,9600,9600,0
206,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522730,Interfund Engineering Services,Other Services and Charges,Expenditures,5000,5000,0
207,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520115,Real Estate Lease/Office Rental,Other Services and Charges,Expenditures,223118,223118,0
208,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520123,Vehicle & Motor Equipment Services,Other Services and Charges,Expenditures,500,43600,0
209,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520127,Structural Construction Work Services,Other Services and Charges,Expenditures,199694,0,0
210,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520128,Other Construction Work Services,Other Services and Charges,Expenditures,43980,195000,0
211,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520605,Advertising Services,Other Services and Charges,Expenditures,16500,16500,0
212,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521945,Legal Svcs -Settlements,Other Services and Charges,Expenditures,10000,10000,0
213,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,520755,Contingency,Other Services and Charges,Expenditures,2439323,4000000,0
214,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,500,500,0
215,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520108,Information Resource Services,Other Services and Charges,Expenditures,0,150600,0
216,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520128,Other Construction Work Services,Other Services and Charges,Expenditures,0,100000,0
217,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521406,Roofing Repair and Replacement,Other Services and Charges,Expenditures,4580,42180,0
218,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522730,Interfund Engineering Services,Other Services and Charges,Expenditures,800,0,0
219,2023,2106,Bayou Greenway 2020,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,15700,15700,0
220,2023,2106,Bayou Greenway 2020,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,2000,2000,0
221,2023,2106,Bayou Greenway 2020,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,500,500,0
222,2023,2106,Bayou Greenway 2020,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,6468,6468,0
223,2023,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520105,Accounting & Auditing Services,Other Services and Charges,Expenditures,26000,26000,0
224,2023,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,64000,64000,0
225,2023,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520121,Application Services,Other Services and Charges,Expenditures,7000,7000,0
226,2023,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,3000,3000,0
227,2023,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520805,Education & Training,Other Services and Charges,Expenditures,15000,15000,0
228,2023,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520815,Tuition Reimbursement,Other Services and Charges,Expenditures,10000,10000,0
229,2023,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,5500,5500,0
230,2023,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,3533,3533,0
231,2023,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,522780,Interfund Metro Passes,Other Services and Charges,Expenditures,1000,1000,0
232,2023,2200,Auto Dealers,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,3600,3600,0
233,2023,2201,Police Special Svcs,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520145,Criminal Intelligence Services,Other Services and Charges,Expenditures,75000,75000,0
234,2023,2201,Police Special Svcs,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,5000,5000,0
235,2023,2201,Police Special Svcs,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,521610,Voice Services,Other Services and Charges,Expenditures,500,500,0
236,2023,2201,Police Special Svcs,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,521635,Voice Services -Wireless,Other Services and Charges,Expenditures,10000,10000,0
237,2023,2201,Police Special Svcs,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,228,228,0
238,2023,2201,Police Special Svcs,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,522795,Other Interfund Services,Other Services and Charges,Expenditures,237519,237519,0
239,2023,2202,Asset Forfeiture Fund,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520105,Accounting & Auditing Services,Other Services and Charges,Expenditures,10000,10000,0
240,2023,2202,Asset Forfeiture Fund,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520124,Other Equipment Services,Other Services and Charges,Expenditures,5000,5000,0
241,2023,2202,Asset Forfeiture Fund,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,520170,Generator Equipment Services,Other Services and Charges,Expenditures,11178,0,0
